GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Barometric pressure (from vehicle)(psi),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°C),Engine Load(%),Engine RPM(rpm),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel trim Bank 1 Sensor 2(%),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Relative Throttle Position(%),Throttle Position(Manifold)(%),Timing Advance(°),Voltage (Control Module)(V)
Fri Jul 24 18:49:54 GMT+05:00 2026,24-Jul-2026 18:49:54.601,74.32232756,31.60952855,25.3799991607666,3.7900924682617188,171.01617431640625,271.8999938964844,-0.74087769,3.70020103,9.21834946,0.0343762,39.60784149,14.06866059,21.1764698,5.46875,88,100,1821,-,-3.90625,-,-3.125,39,9.42745297,13.61999989,-,0.64999998,13.72549057,19.6078434,29,12.14999962
Fri Jul 24 18:49:55 GMT+05:00 2026,24-Jul-2026 18:49:55.601,74.32205626,31.60953397,25.15999984741211,3.7900924682617188,171.1138916015625,271.70001220703125,-0.89431745,3.79711032,8.72064209,-0.00715703,39.60784149,14.06866059,0,5.46875,88,70.98039246,1821,-,-3.90625,-,-3.125,39,9.42745297,13.61999989,-,0.64999998,13.72549057,20.7843132,24.5,12.14999962
Fri Jul 24 18:49:56 GMT+05:00 2026,24-Jul-2026 18:49:56.601,74.32180087,31.60954632,25.1299991607666,3.7900924682617188,170.4222412109375,272.0,-0.64277196,3.54795766,8.6150589,-0.02899331,36.47058868,14.06866059,0,0,88,70.98039246,1821,-,-3.90625,-,-3.125,39,11.31294356,13.27999973,-,0.64999998,12.54901981,20.7843132,24.5,12.14999962
Fri Jul 24 18:49:57 GMT+05:00 2026,24-Jul-2026 18:49:57.602,74.32153535,31.60955194,25.110000610351562,3.7900924682617188,169.846923828125,272.0,-0.69900334,3.53718996,8.83310509,-0.00845641,36.47058868,14.06866059,0,0,88,70.98039246,1821,-,-3.125,-,-3.125,39,11.31294356,13.27999973,-,0.61000001,12.54901981,20.7843132,24.5,12.14999962
Fri Jul 24 18:49:58 GMT+05:00 2026,24-Jul-2026 18:49:58.602,74.3212805,31.60955851,25.18000030517578,3.7900924682617188,169.31451416015625,271.70001220703125,-0.70977104,3.90359116,9.20399189,0.04068571,36.47058868,14.06866059,0,0,88,70.98039246,1816,-,-3.125,-,-3.125,39,10.58775487,12.52999973,-,0.61000001,10.98039246,20.7843132,24.5,12.14999962
Fri Jul 24 18:49:59 GMT+05:00 2026,24-Jul-2026 18:49:59.602,74.3210053,31.60956926,25.18000030517578,3.7900924682617188,168.61883544921875,271.6000061035156,-0.29940194,3.2787652,8.09671402,-0.09001923,36.47058868,14.06866059,0,0,88,68.23529053,1816,-,-3.90625,-,-3.90625,39,10.58775487,12.52999973,-,0.63999999,10.98039246,19.6078434,24.5,12.14999962
Fri Jul 24 18:50:00 GMT+05:00 2026,24-Jul-2026 18:50:00.601,74.32074536,31.60957502,25.15999984741211,3.7900924682617188,168.1141357421875,271.5,-0.48245287,3.71455812,8.62702274,-0.02227253,37.64706039,14.06866059,0,0,88,68.23529053,1819,-,-3.90625,-,-3.90625,39,12.03813225,12.52999973,-,0.63999999,13.72549057,19.6078434,24.5,12.14999962
Fri Jul 24 18:50:01 GMT+05:00 2026,24-Jul-2026 18:50:01.602,74.32047675,31.60957789,25.190000534057617,3.7900924682617188,168.5067138671875,271.3999938964844,-0.36759737,3.51086903,8.85464001,0.01427805,37.64706039,14.06866059,0,0,88,68.23529053,1819,-,-3.125,-,-1.5625,39,12.03813225,12.52999973,-,0.60500002,14.50980377,22.35294151,24.5,12.14999962
Fri Jul 24 18:50:02 GMT+05:00 2026,24-Jul-2026 18:50:02.602,74.32021033,31.60958685,25.219999313354492,3.7900924682617188,169.32177734375,271.5,-0.76839519,3.67148733,8.98265648,0.01129264,37.64706039,14.06866059,0,0,88,79.21568298,1822,-,-3.125,-,-1.5625,39,12.18316999,12.52999973,-,0.60500002,14.50980377,22.35294151,24.5,12.14999962
Fri Jul 24 18:50:03 GMT+05:00 2026,24-Jul-2026 18:50:03.602,74.31994163,31.60959595,25.290000915527344,3.7900924682617188,168.906982421875,271.20001220703125,-0.32093734,3.68225503,8.46191788,-0.03971952,37.64706039,14.06866059,29.80392075,0,88,79.21568298,1822,-,-3.125,-,2.34375,39,12.18316999,12.52999973,-,0.115,14.50980377,22.35294151,15,11.94999981
Fri Jul 24 18:50:04 GMT+05:00 2026,24-Jul-2026 18:50:04.601,74.31967608,31.60959916,25.329999923706055,3.7900924682617188,168.8092041015625,271.0,-0.59611195,3.76121807,9.26171875,0.0398019,37.64706039,14.06866059,29.80392075,0,88,79.21568298,1822,-,-3.125,-,2.34375,39,10.73279261,16.32999992,-,0.115,13.72549057,22.35294151,15,11.94999981
Fri Jul 24 18:50:05 GMT+05:00 2026,24-Jul-2026 18:50:05.601,74.31940864,31.60960546,25.43000030517578,3.7900924682617188,168.8944091796875,270.79998779296875,-0.66789663,3.46181607,8.95154953,-0.00028276,37.64706039,14.06866059,31.37254906,0,88,79.21568298,1822,-,-3.125,-,2.34375,39,10.73279261,16.32999992,-,0.115,14.50980377,22.35294151,26.5,11.94999981
Fri Jul 24 18:50:06 GMT+05:00 2026,24-Jul-2026 18:50:06.601,74.31914219,31.60960626,25.479999542236328,3.7900924682617188,170.3609619140625,270.6000061035156,-1.61724901,3.81386018,10.09472084,0.13130003,37.64706039,14.06866059,31.37254906,0,88,90.58823395,1843,-,-3.125,-,2.34375,39,11.31294356,16.92000008,-,0.115,14.50980377,22.35294151,26.5,11.94999981
Fri Jul 24 18:50:07 GMT+05:00 2026,24-Jul-2026 18:50:07.602,74.31887395,31.60961023,25.549999237060547,3.7900924682617188,170.0953369140625,270.1000061035156,-0.67866433,3.38285303,9.21954536,0.02246565,37.25490189,14.06866059,31.37254906,0,88,90.58823395,1843,-,-3.125,-,2.34375,39,11.31294356,16.92000008,-,0.115,14.11764717,22.35294151,25.5,12.07499981
Fri Jul 24 18:50:08 GMT+05:00 2026,24-Jul-2026 18:50:08.602,74.31860924,31.6096124,25.6200008392334,3.7900924682617188,170.55303955078125,269.3999938964844,-0.39272201,3.83180642,9.60508919,0.07390898,37.25490189,14.06866059,31.37254906,0,88,90.58823395,1852,-,-3.125,-,2.34375,39,11.02286809,16.92000008,-,0.115,14.11764717,22.35294151,25.5,12.07499981
Fri Jul 24 18:50:09 GMT+05:00 2026,24-Jul-2026 18:50:09.601,74.31833795,31.60961109,25.639999389648438,3.7900924682617188,171.1868896484375,269.5,-1.12043917,3.75045037,9.25184917,0.04303604,37.25490189,14.06866059,31.37254906,5.46875,88,90.58823395,1852,-,-3.125,-,-3.125,39,11.02286809,16.92000008,-,0.64999998,10.5882349,20,25.5,12.05000019
Fri Jul 24 18:50:10 GMT+05:00 2026,24-Jul-2026 18:50:10.602,74.31806616,31.6096074,25.670000076293945,3.8679933547973633,170.517333984375,268.5,-0.9589237,3.61136746,9.64337444,0.07322651,37.25490189,14.06866059,31.37254906,5.46875,88,90.58823395,1852,-,-3.90625,-,-3.125,39,8.99233976,16.92000008,-,0.64999998,10.5882349,20,25.5,12.05000019
Fri Jul 24 18:50:11 GMT+05:00 2026,24-Jul-2026 18:50:11.602,74.3177995,31.60959865,25.540000915527344,3.7900924682617188,170.8763427734375,268.29998779296875,-0.94695956,3.50129771,9.45075226,0.05089313,37.25490189,14.06866059,0,0,88,90.58823395,1852,-,-3.90625,-,-3.90625,39,8.99233976,16.92000008,-,0.74000001,13.33333302,24.70588303,29.5,12
Fri Jul 24 18:50:12 GMT+05:00 2026,24-Jul-2026 18:50:12.601,74.31752056,31.60958616,25.559999465942383,3.8115782737731934,171.72430419921875,267.8999938964844,-0.14476576,3.2572298,8.54805946,-0.04840463,36.86274338,14.06866059,0,0,88,79.60784149,1845,-,-3.90625,-,-3.90625,39,8.99233976,15.26000023,-,0.74000001,13.33333302,24.70588303,29.5,12
Fri Jul 24 18:50:13 GMT+05:00 2026,24-Jul-2026 18:50:13.602,74.31725797,31.6095838,25.59000015258789,3.7900924682617188,170.33624267578125,267.8999938964844,-0.26679972,3.63051009,8.64975452,-0.02436763,38.03921509,14.06866059,5.88235283,0,88,79.60784149,1845,-,-3.90625,-,-3.90625,39,8.99233976,15.26000023,-,0.61000001,14.90196037,24.70588303,23.5,11.97500038
Fri Jul 24 18:50:14 GMT+05:00 2026,24-Jul-2026 18:50:14.601,74.31699001,31.60956927,25.68000030517578,3.7900924682617188,170.2686767578125,267.70001220703125,-0.64037913,3.84137774,9.32512856,0.04913825,38.03921509,14.06866059,5.88235283,0,88,77.64705658,1848,-,-3.125,-,-3.90625,39,12.32820773,14.22000027,-,0.61000001,14.90196037,24.70588303,23.5,11.97500038
Fri Jul 24 18:50:15 GMT+05:00 2026,24-Jul-2026 18:50:15.602,74.31671911,31.60955454,25.670000076293945,3.8044419288635254,170.6046142578125,267.8999938964844,-0.47048876,3.54197574,8.6844511,-0.02373457,38.03921509,14.06866059,5.88235283,-9.375,88,77.64705658,1848,-,-3.125,-,-3.90625,39,12.32820773,14.22000027,-,0.61000001,14.90196037,22.35294151,23.5,12
Fri Jul 24 18:50:16 GMT+05:00 2026,24-Jul-2026 18:50:16.602,74.31644678,31.60955097,25.729999542236328,3.7900924682617188,170.2830810546875,267.8999938964844,0.05503492,3.41395974,9.51655483,0.04963571,37.64706039,14.06866059,5.88235283,-9.375,88,76.47058868,1848,-,-3.125,-,-3.90625,39,12.32820773,14.57999992,-,0.61000001,14.90196037,22.35294151,23.5,12
Fri Jul 24 18:50:17 GMT+05:00 2026,24-Jul-2026 18:50:17.601,74.31617106,31.60955149,25.709999084472656,3.9149622917175293,171.42584228515625,268.3999938964844,-0.06460621,3.41635251,8.65454006,-0.03251278,37.64706039,14.06866059,5.88235283,-9.375,88,76.47058868,1848,-,-3.125,-,-3.125,39,12.32820773,14.57999992,-,0.63,14.90196037,22.35294151,24,11.97500038
